1,14,82.677441,102.678103,0.000000,52.237682,137.009797,84.222788
1,8,82.676339,103.263232,0.000000,52.236581,137.009796,86.691408
1,13,82.674171,122.667822,0.000000,52.234413,137.009796,168.413263
1,1,82.689756,122.681950,0.000000,52.248592,137.016124,168.407130
1,14,184.310378,204.307178,102.678103,153.869911,137.012988,84.206525
1,8,184.894798,204.892548,103.263232,154.455040,137.009796,84.210526
1,5,82.638090,242.612490,0.000000,52.198193,137.010423,673.652198
1,13,204.299388,244.294069,122.667822,173.859630,137.009796,168.417601
1,1,204.314480,244.307116,122.681950,173.873758,137.014136,168.408989
1,14,285.940360,305.936410,204.307178,255.498986,137.017071,84.203366
